ID,Function,Function Description,Category ID,Category,Category Description,Subcategory ID,Subcategory Description,Implementation Example,In Scope? ,Owner,Stakeholder(s),Auditor,NIST 800-53 Control Ref,Test Procedure(s),Q1 Actual Score,Q1 Target Score,Q1 Observations,Q1 Observation Date,Q1 Testing Status,Q2 Actual Score,Q2 Target Score,Q2 Observations,Q2 Observation Date,Q2 Testing Status,Q3 Actual Score,Q3 Target Score,Q3 Observations,Q3 Observation Date,Q3 Testing Status,Q4 Actual Score,Q4 Target Score,Q4 Observations,Q4 Observation Date,Q4 Testing Status,Minimum Target,Action Plan,Artifact Name
PR.PS-04 Ex2,PROTECT (PR),Safeguards to manage the organization's cybersecurity risks are used,PR.PS,Platform Security (PR.PS),"The hardware, software (e.g., firmware, operating systems, applications), and services of physical and virtual platforms are managed consistent with the organization's risk strategy to protect their confidentiality, integrity, and availability",PR.PS-04,Log records are generated and made available for continuous monitoring,Ex2: Configure log generators to securely share their logs with the organization's logging infrastructure systems and services,Yes,,,,"AU-02,AU-03,AU-06,AU-07,AU-11,AU-12",,0,5,,2024-03-15,Not Started,2,5,Testing in progress,2024-06-15,In Progress,,,,,,,,,,,5,,
PR.PS-04 Ex3,PROTECT (PR),Safeguards to manage the organization's cybersecurity risks are used,PR.PS,Platform Security (PR.PS),"The hardware, software (e.g., firmware, operating systems, applications), and services of physical and virtual platforms are managed consistent with the organization's risk strategy to protect their confidentiality, integrity, and availability",PR.PS-04,Log records are generated and made available for continuous monitoring,Ex3: Configure log generators to record the data needed by zero-trust architectures,Yes,,,,"AU-02,AU-03,AU-06,AU-07,AU-11,AU-12",,6,5,Annual assessment complete - meets requirements,2024-03-15,Completed,,,,,,,,,,,3,5,Implementation ongoing,2024-12-15,In Progress,5,,
PR.PS-05 Ex2,PROTECT (PR),Safeguards to manage the organization's cybersecurity risks are used,PR.PS,Platform Security (PR.PS),"The hardware, software (e.g., firmware, operating systems, applications), and services of physical and virtual platforms are managed consistent with the organization's risk strategy to protect their confidentiality, integrity, and availability",PR.PS-05,Installation and execution of unauthorized software are prevented,Ex2: Verify the source of new software and the software's integrity before installing it,Yes,,,,"CM-07(02),CM-07(04),CM-07(05),SC-34",,4,5,Awaiting auditor review,2024-03-15,Pending Review,0,5,,2024-06-15,Not Started,0,5,Dependencies not met,2024-09-15,Blocked,3,5,Implementation ongoing,2024-12-15,In Progress,5,,
PR.PS-05 Ex3,PROTECT (PR),Safeguards to manage the organization's cybersecurity risks are used,PR.PS,Platform Security (PR.PS),"The hardware, software (e.g., firmware, operating systems, applications), and services of physical and virtual platforms are managed consistent with the organization's risk strategy to protect their confidentiality, integrity, and availability",PR.PS-05,Installation and execution of unauthorized software are prevented,Ex3: Configure platforms to use only approved DNS services that block access to known malicious domains,Yes,,,,"CM-07(02),CM-07(04),CM-07(05),SC-34",,6,5,Annual assessment complete - meets requirements,2024-03-15,Completed,2,5,Testing in progress,2024-06-15,In Progress,,,,,,,,,,,5,,
PR.PS-05 Ex4,PROTECT (PR),Safeguards to manage the organization's cybersecurity risks are used,PR.PS,Platform Security (PR.PS),"The hardware, software (e.g., firmware, operating systems, applications), and services of physical and virtual platforms are managed consistent with the organization's risk strategy to protect their confidentiality, integrity, and availability",PR.PS-05,Installation and execution of unauthorized software are prevented,Ex4: Configure platforms to allow the installation of organization-approved software only,Yes,,,,"CM-07(02),CM-07(04),CM-07(05),SC-34",,3,5,Awaiting auditor review,2024-03-15,Pending Review,2,5,Testing in progress,2024-06-15,In Progress,,,,,,4,5,Evidence submitted for review,2024-12-15,Pending Review,5,,
PR.PS-06 Ex2,PROTECT (PR),Safeguards to manage the organization's cybersecurity risks are used,PR.PS,Platform Security (PR.PS),"The hardware, software (e.g., firmware, operating systems, applications), and services of physical and virtual platforms are managed consistent with the organization's risk strategy to protect their confidentiality, integrity, and availability",PR.PS-06,"Secure software development practices are integrated, and their performance is monitored throughout the software development life cycle","Ex2: Secure all software produced by the organization, with minimal vulnerabilities in their releases",No,,,,"SA-03,SA-08,SA-10,SA-11,SA-15,SA-17",,,,,,,,,,,,,,,,,,,,,,5,,
PR.PS-06 Ex3,PROTECT (PR),Safeguards to manage the organization's cybersecurity risks are used,PR.PS,Platform Security (PR.PS),"The hardware, software (e.g., firmware, operating systems, applications), and services of physical and virtual platforms are managed consistent with the organization's risk strategy to protect their confidentiality, integrity, and availability",PR.PS-06,"Secure software development practices are integrated, and their performance is monitored throughout the software development life cycle","Ex3: Maintain the software used in production environments, and securely dispose of software once it is no longer needed",No,,,,"SA-03,SA-08,SA-10,SA-11,SA-15,SA-17",,,,,,,,,,,,,,,,,,,,,,5,,
RC.CO-03 Ex1,RECOVER (RC),Assets and operations affected by a cybersecurity incident are restored,RC.CO,Incident Recovery Communication (RC.CO),Restoration activities are coordinated with internal and external parties,RC.CO-03,Recovery activities and progress in restoring operational capabilities are communicated to designated internal and external stakeholders,"Ex1: Securely share recovery information, including restoration progress, consistent with response plans and information sharing agreements",Yes,,,,"IR-04,IR-06,SR-08",,1,5,Pending vendor support,2024-03-15,Blocked,1,5,Budget constraints,2024-06-15,Blocked,,,,,,,,,,,5,,
RC.CO-03 Ex3,RECOVER (RC),Assets and operations affected by a cybersecurity incident are restored,RC.CO,Incident Recovery Communication (RC.CO),Restoration activities are coordinated with internal and external parties,RC.CO-03,Recovery activities and progress in restoring operational capabilities are communicated to designated internal and external stakeholders,Ex3: Follow the rules and protocols defined in contracts for incident information sharing between the organization and its suppliers,Yes,,,,"IR-04,IR-06,SR-08",,0,5,,2024-03-15,Not Started,0,5,,2024-06-15,Not Started,3,5,Configuration updates being applied,2024-09-15,In Progress,,,,,,5,,
RC.CO-03 Ex4,RECOVER (RC),Assets and operations affected by a cybersecurity incident are restored,RC.CO,Incident Recovery Communication (RC.CO),Restoration activities are coordinated with internal and external parties,RC.CO-03,Recovery activities and progress in restoring operational capabilities are communicated to designated internal and external stakeholders,Ex4: Coordinate crisis communication between the organization and its critical suppliers,Yes,,,,"IR-04,IR-06,SR-08",,3,5,Awaiting auditor review,2024-03-15,Pending Review,2,5,Testing in progress,2024-06-15,In Progress,,,,,,,,,,,5,,
RC.CO-04 Ex2,RECOVER (RC),Assets and operations affected by a cybersecurity incident are restored,RC.CO,Incident Recovery Communication (RC.CO),Restoration activities are coordinated with internal and external parties,RC.CO-04,Public updates on incident recovery are shared using approved methods and messaging,Ex2: Explain the steps being taken to recover from the incident and to prevent a recurrence,Yes,,,,"CP-02,IR-04",,3,5,Awaiting auditor review,2024-03-15,Pending Review,,,,,,,,,,,,,,,,5,,
RC.RP-01 Ex2,RECOVER (RC),Assets and operations affected by a cybersecurity incident are restored,RC.RP,Incident Recovery Plan Execution (RC.RP),Restoration activities are performed to ensure operational availability of systems and services affected by cybersecurity incidents,RC.RP-01,The recovery portion of the incident response plan is executed once initiated from the incident response process,Ex2: Make all individuals with recovery responsibilities aware of the plans for recovery and the authorizations required to implement each aspect of the plans,Yes,,,,"CP-10,IR-04,IR-08",,0,5,,2024-03-15,Not Started,3,5,Testing in progress,2024-06-15,In Progress,,,,,,,,,,,5,,
RC.RP-02 Ex2,RECOVER (RC),Assets and operations affected by a cybersecurity incident are restored,RC.RP,Incident Recovery Plan Execution (RC.RP),Restoration activities are performed to ensure operational availability of systems and services affected by cybersecurity incidents,RC.RP-02,"Recovery actions are selected, scoped, prioritized, and performed",Ex2: Change planned recovery actions based on a reassessment of organizational needs and resources,Yes,,,,"CP-10,IR-04,IR-08",,0,5,,2024-03-15,Not Started,3,5,Documentation under review,2024-06-15,Pending Review,0,5,,2024-09-15,Not Started,5,5,Control validated and operating effectively,2024-12-15,Completed,5,,
RC.RP-04 Ex2,RECOVER (RC),Assets and operations affected by a cybersecurity incident are restored,RC.RP,Incident Recovery Plan Execution (RC.RP),Restoration activities are performed to ensure operational availability of systems and services affected by cybersecurity incidents,RC.RP-04,Critical mission functions and cybersecurity risk management are considered to establish post-incident operational norms,Ex2: Work with system owners to confirm the successful restoration of systems and the return to normal operations,Yes,,,,"IR-01,IR-08,PM-08,PM-09,PM-11",,6,5,Annual assessment complete - meets requirements,2024-03-15,Completed,3,5,Testing in progress,2024-06-15,In Progress,6,5,Evidence reviewed and approved,2024-09-15,Completed,,,,,,5,,
RC.RP-04 Ex3,RECOVER (RC),Assets and operations affected by a cybersecurity incident are restored,RC.RP,Incident Recovery Plan Execution (RC.RP),Restoration activities are performed to ensure operational availability of systems and services affected by cybersecurity incidents,RC.RP-04,Critical mission functions and cybersecurity risk management are considered to establish post-incident operational norms,Ex3: Monitor the performance of restored systems to verify the adequacy of the restoration,No,,,,"IR-01,IR-08,PM-08,PM-09,PM-11",,,,,,,,,,,,,,,,,,,,,,5,,
RC.RP-05 Ex2,RECOVER (RC),Assets and operations affected by a cybersecurity incident are restored,RC.RP,Incident Recovery Plan Execution (RC.RP),Restoration activities are performed to ensure operational availability of systems and services affected by cybersecurity incidents,RC.RP-05,"The integrity of restored assets is verified, systems and services are restored, and normal operating status is confirmed",Ex2: Verify the correctness and adequacy of the restoration actions taken before putting a restored system online,Yes,,,,CP-10,,2,5,Remediation in progress,2024-03-15,In Progress,0,5,,2024-06-15,Not Started,,,,,,2,5,Implementation ongoing,2024-12-15,In Progress,5,,
RC.RP-06 Ex2,RECOVER (RC),Assets and operations affected by a cybersecurity incident are restored,RC.RP,Incident Recovery Plan Execution (RC.RP),Restoration activities are performed to ensure operational availability of systems and services affected by cybersecurity incidents,RC.RP-06,"The end of incident recovery is declared based on criteria, and incident-related documentation is completed",Ex2: Declare the end of incident recovery once the criteria are met,Yes,,,,"IR-04,IR-08",,6,5,Annual assessment complete - meets requirements,2024-03-15,Completed,0,5,,2024-06-15,Not Started,5,5,Evidence reviewed and approved,2024-09-15,Completed,,,,,,5,,
RS.AN-03 Ex2,RESPOND (RS),Actions regarding a detected cybersecurity incident are taken,RS.AN,Incident Analysis (RS.AN),Investigations are conducted to ensure effective response and support forensics and recovery activities,RS.AN-03,Analysis is performed to establish what has taken place during an incident and the root cause of the incident,"Ex2: Attempt to determine what vulnerabilities, threats, and threat actors were directly or indirectly involved in the incident",Yes,,,,"AU-07,IR-04",,3,5,Remediation in progress,2024-03-15,In Progress,0,5,Budget constraints,2024-06-15,Blocked,4,5,Final review scheduled,2024-09-15,Pending Review,0,5,,2024-12-15,Not Started,5,,
RS.AN-03 Ex3,RESPOND (RS),Actions regarding a detected cybersecurity incident are taken,RS.AN,Incident Analysis (RS.AN),Investigations are conducted to ensure effective response and support forensics and recovery activities,RS.AN-03,Analysis is performed to establish what has taken place during an incident and the root cause of the incident,"Ex3: Analyze the incident to find the underlying, systemic root causes",Yes,,,,"AU-07,IR-04",,0,5,,2024-03-15,Not Started,,,,,,6,5,Evidence reviewed and approved,2024-09-15,Completed,,,,,,5,,
RS.AN-03 Ex4,RESPOND (RS),Actions regarding a detected cybersecurity incident are taken,RS.AN,Incident Analysis (RS.AN),Investigations are conducted to ensure effective response and support forensics and recovery activities,RS.AN-03,Analysis is performed to establish what has taken place during an incident and the root cause of the incident,Ex4: Check any cyber deception technology for additional information on attacker behavior,Yes,,,,"AU-07,IR-04",,5,5,Annual assessment complete - meets requirements,2024-03-15,Completed,,,,,,2,5,Configuration updates being applied,2024-09-15,In Progress,6,5,Control validated and operating effectively,2024-12-15,Completed,5,,
