ID,Function,Function Description,Category,Category Description,Subcategory ID,Subcategory Description,Implementation Example,In Scope? ,Owner,Stakeholders,Auditor,Control Implementation Description,Test Procedure(s),Observations,Current State Score,Desired State Score,Testing Status
PR.DS-11 Ex4,PROTECT (PR),Safeguards to manage the organization's cybersecurity risks are used,Data Security (PR.DS),"Data are managed consistent with the organization's risk strategy to protect the confidentiality, integrity, and availability of information",PR.DS-11,"Backups of data are created, protected, maintained, and tested",Ex4: Enforce geographic separation and geolocation restrictions for data backup storage,Yes,Gerry,"Jason, James",Steve,,,,,,
PR.PS-01 Ex1,PROTECT (PR),Safeguards to manage the organization's cybersecurity risks are used,Platform Security (PR.PS),"The hardware, software (e.g., firmware, operating systems, applications), and services of physical and virtual platforms are managed consistent with the organization's risk strategy to protect their confidentiality, integrity, and availability",PR.PS-01,Configuration management practices are established and applied,"Ex1: Establish, test, deploy, and maintain hardened baselines that enforce the organization's cybersecurity policies and provide only essential capabilities (i.e., principle of least functionality)",Yes,Gerry,"Jason, James",Steve,,,,,,
PR.PS-01 Ex2,PROTECT (PR),Safeguards to manage the organization's cybersecurity risks are used,Platform Security (PR.PS),"The hardware, software (e.g., firmware, operating systems, applications), and services of physical and virtual platforms are managed consistent with the organization's risk strategy to protect their confidentiality, integrity, and availability",PR.PS-01,Configuration management practices are established and applied,Ex2: Review all default configuration settings that may potentially impact cybersecurity when installing or upgrading software,Yes,Gerry,"Jason, James",Steve,,,,,,
PR.PS-01 Ex3,PROTECT (PR),Safeguards to manage the organization's cybersecurity risks are used,Platform Security (PR.PS),"The hardware, software (e.g., firmware, operating systems, applications), and services of physical and virtual platforms are managed consistent with the organization's risk strategy to protect their confidentiality, integrity, and availability",PR.PS-01,Configuration management practices are established and applied,Ex3: Monitor implemented software for deviations from approved baselines,Yes,Gerry,"Jason, James",Steve,,,,,,
PR.PS-02 Ex1,PROTECT (PR),Safeguards to manage the organization's cybersecurity risks are used,Platform Security (PR.PS),"The hardware, software (e.g., firmware, operating systems, applications), and services of physical and virtual platforms are managed consistent with the organization's risk strategy to protect their confidentiality, integrity, and availability",PR.PS-02,"Software is maintained, replaced, and removed commensurate with risk",Ex1: Perform routine and emergency patching within the timeframes specified in the vulnerability management plan,Yes,Gerry,"Jason, James",Steve,,,,,,
PR.PS-02 Ex2,PROTECT (PR),Safeguards to manage the organization's cybersecurity risks are used,Platform Security (PR.PS),"The hardware, software (e.g., firmware, operating systems, applications), and services of physical and virtual platforms are managed consistent with the organization's risk strategy to protect their confidentiality, integrity, and availability",PR.PS-02,"Software is maintained, replaced, and removed commensurate with risk","Ex2: Update container images, and deploy new container instances to replace rather than update existing instances",Yes,Gerry,"Jason, James",Steve,,,,,,
PR.PS-02 Ex3,PROTECT (PR),Safeguards to manage the organization's cybersecurity risks are used,Platform Security (PR.PS),"The hardware, software (e.g., firmware, operating systems, applications), and services of physical and virtual platforms are managed consistent with the organization's risk strategy to protect their confidentiality, integrity, and availability",PR.PS-02,"Software is maintained, replaced, and removed commensurate with risk","Ex3: Replace end-of-life software and service versions with supported, maintained versions",Yes,Gerry,"Jason, James",Steve,,,,,,
PR.PS-02 Ex4,PROTECT (PR),Safeguards to manage the organization's cybersecurity risks are used,Platform Security (PR.PS),"The hardware, software (e.g., firmware, operating systems, applications), and services of physical and virtual platforms are managed consistent with the organization's risk strategy to protect their confidentiality, integrity, and availability",PR.PS-02,"Software is maintained, replaced, and removed commensurate with risk",Ex4: Uninstall and remove unauthorized software and services that pose undue risks,Yes,Gerry,"Jason, James",Steve,,,,,,
PR.PS-02 Ex5,PROTECT (PR),Safeguards to manage the organization's cybersecurity risks are used,Platform Security (PR.PS),"The hardware, software (e.g., firmware, operating systems, applications), and services of physical and virtual platforms are managed consistent with the organization's risk strategy to protect their confidentiality, integrity, and availability",PR.PS-02,"Software is maintained, replaced, and removed commensurate with risk","Ex5: Uninstall and remove any unnecessary software components (e.g., operating system utilities) that attackers might misuse",Yes,Gerry,"Jason, James",Steve,,,,,,
PR.PS-02 Ex6,PROTECT (PR),Safeguards to manage the organization's cybersecurity risks are used,Platform Security (PR.PS),"The hardware, software (e.g., firmware, operating systems, applications), and services of physical and virtual platforms are managed consistent with the organization's risk strategy to protect their confidentiality, integrity, and availability",PR.PS-02,"Software is maintained, replaced, and removed commensurate with risk",Ex6: Define and implement plans for software and service end-of-life maintenance support and obsolescence,Yes,Gerry,"Jason, James",Steve,,,,,,
PR.PS-03 Ex1,PROTECT (PR),Safeguards to manage the organization's cybersecurity risks are used,Platform Security (PR.PS),"The hardware, software (e.g., firmware, operating systems, applications), and services of physical and virtual platforms are managed consistent with the organization's risk strategy to protect their confidentiality, integrity, and availability",PR.PS-03,"Hardware is maintained, replaced, and removed commensurate with risk",Ex1: Replace hardware when it lacks needed security capabilities or when it cannot support software with needed security capabilities,Yes,Gerry,"Jason, James",Steve,,,,,,
PR.PS-03 Ex2,PROTECT (PR),Safeguards to manage the organization's cybersecurity risks are used,Platform Security (PR.PS),"The hardware, software (e.g., firmware, operating systems, applications), and services of physical and virtual platforms are managed consistent with the organization's risk strategy to protect their confidentiality, integrity, and availability",PR.PS-03,"Hardware is maintained, replaced, and removed commensurate with risk",Ex2: Define and implement plans for hardware end-of-life maintenance support and obsolescence,Yes,Gerry,"Jason, James",Steve,,,,,,
PR.PS-03 Ex3,PROTECT (PR),Safeguards to manage the organization's cybersecurity risks are used,Platform Security (PR.PS),"The hardware, software (e.g., firmware, operating systems, applications), and services of physical and virtual platforms are managed consistent with the organization's risk strategy to protect their confidentiality, integrity, and availability",PR.PS-03,"Hardware is maintained, replaced, and removed commensurate with risk","Ex3: Perform hardware disposal in a secure, responsible, and auditable manner",Yes,Gerry,"Jason, James",Steve,,,,,,
PR.PS-04 Ex1,PROTECT (PR),Safeguards to manage the organization's cybersecurity risks are used,Platform Security (PR.PS),"The hardware, software (e.g., firmware, operating systems, applications), and services of physical and virtual platforms are managed consistent with the organization's risk strategy to protect their confidentiality, integrity, and availability",PR.PS-04,Log records are generated and made available for continuous monitoring,"Ex1: Configure all operating systems, applications, and services (including cloud-based services) to generate log records",Yes,Gerry,"Jason, James",Steve,,,,,,
